hek293	hela	k562
ENSG00000196497	2.26194411193696	2.94635399722627	NA
ENSG00000065150	2.57665491477574	3.04929556833272	NA
ENSG00000205339	2.29669020927797	2.72509452108147	2.00571516311802
ENSG00000133704	2.40658461748144	2.82229887126237	NA
ENSG00000198700	2.32409368672603	2.89872518158949	NA
ENSG00000127080	1.68418030673265	2.25959387888595	1.83818189208826
ENSG00000106012	2.12606320754669	2.48911436937892	NA
ENSG00000114473	2.22179471116466	3.15836249209525	NA
ENSG00000174628	1.91836992867314	2.31597034545692	NA
ENSG00000140575	2.45195998098308	3.15836249209525	NA
ENSG00000145703	2.25398044073579	2.35449260058944	NA
ENSG00000144711	1.99363559502674	2.26670196688409	1.95826926870787
ENSG00000124313	1.93621133865268	2.39724458101039	NA
ENSG00000146243	1.8405420638678	2.11058971029925	NA
ENSG00000198001	2.10813630812512	2.228400358703	NA
ENSG00000136381	2.00145139027415	2.27369558793009	NA
ENSG00000168310	1.43807138593875	2.16016829295851	1.75306584734558
ENSG00000170604	1.10777521306985	2.22219604630172	1.5729844162347
ENSG00000168264	0.949879743547929	2.14921911265538	NA
ENSG00000126456	2.23656876298982	2.61888448499545	NA
ENSG00000128604	1.79624688472947	NA	NA
ENSG00000140968	1.40036671142706	NA	NA
ENSG00000167378	1.46974226894753	2.579554960401	NA
ENSG00000185950	1.09362348693654	2.20466251174822	1.81811790480157
ENSG00000133124	1.75999219905962	NA	NA
ENSG00000135070	1.69279298994663	2.48058178682917	NA
ENSG00000165898	1.60127840571415	2.23451728351269	1.95509441368722
ENSG00000136003	1.9110200001615	2.74523098452814	NA
ENSG00000187608	1.80858715782893	NA	2.19902976836186
ENSG00000172183	1.72931725156758	2.33081946649584	NA
ENSG00000101230	1.72628435604796	NA	NA
ENSG00000066583	2.10673891836607	2.71113207230684	2.01266384867139
ENSG00000063241	1.98724988718094	2.72705301135386	NA
ENSG00000240682	2.05650231411203	2.38021124171161	1.94548822689204
ENSG00000105655	2.29522543955245	2.42553422049826	NA
ENSG00000129636	2.18961064608709	2.84335737843796	NA
ENSG00000111203	1.91767336531474	2.52633927738984	NA
ENSG00000164171	1.80351852244758	2.39932753215868	NA
ENSG00000161638	1.72452985738008	2.68124123737559	NA
ENSG00000077943	2.07819480901829	NA	NA
ENSG00000083457	2.34071617837984	2.18127177155946	NA
ENSG00000138448	2.41378309366514	3.15836249209525	NA
ENSG00000150093	2.58120491170675	3.15836249209525	NA
ENSG00000119185	2.14664440696371	3.15836249209525	NA
ENSG00000136156	2.28233444961996	NA	2.08242359083679
ENSG00000125877	2.07424112424778	2.81954393554187	NA
ENSG00000137825	1.74141305728787	2.74052058605366	2.17090759247691
ENSG00000086544	1.09675294119002	2.13987908640124	1.84109063062548
ENSG00000150995	1.7306762782888	2.30835094858673	NA
ENSG00000123104	2.09576305826697	2.2792105126014	NA
ENSG00000096433	2.51646169614463	2.36361197989214	2.30740672700193
ENSG00000148841	0.890994495057792	2.13417710757677	NA
ENSG00000205730	1.1465730085639	2.2464985807958	1.65894342359801
ENSG00000205726	2.17060468636895	2.54007908880417	NA
ENSG00000128928	2.21685391240453	2.58972625625424	NA
ENSG00000101384	1.39736750026729	2.2405492482826	NA
ENSG00000184916	2.01975361615099	2.33081946649584	NA
ENSG00000166086	2.07035365878449	NA	NA
ENSG00000008083	1.47994200772558	2.1981069988734	1.93530878544399
ENSG00000171988	1.55907153897048	NA	NA
ENSG00000070495	1.73453201852913	2.2464985807958	1.93988202837928
ENSG00000168970	2.11955671914043	2.19312459835446	NA
ENSG00000161999	1.89280473185628	2.88366143515362	NA
ENSG00000152409	1.56875154668323	2.228400358703	1.66891896290192
ENSG00000100221	1.67636197755449	2.57403126772772	NA
ENSG00000161677	2.14397618922502	2.33081946649584	NA
ENSG00000104369	1.49260217309068	2.1981069988734	1.98045932772646
ENSG00000183340	1.25048026951304	2.0920184707528	1.65865077359976
ENSG00000177606	0.808739682370336	2.22219604630172	1.3653427312448
ENSG00000171223	0.740571259795368	2.11058971029925	1.59294937970101
ENSG00000130522	1.21112359629731	2.3392526340327	1.76994376655263
ENSG00000173801	2.07286484170547	3.03941411917614	NA
ENSG00000107104	1.64910300732262	2.21590181320403	NA
ENSG00000186994	1.43357720268321	2.14550717140966	NA
ENSG00000065427	2.23402345936269	3.06818586174616	NA
ENSG00000108773	2.34858109933978	2.74803289413014	NA
ENSG00000172977	1.68915308315131	2.4983105537896	NA
ENSG00000186625	1.75973044976189	2.29402509409532	1.91577928347003
ENSG00000102781	1.83828312993618	2.31597034545692	NA
ENSG00000140854	2.25303083898897	2.63848925695464	NA
ENSG00000170852	1.41061237416236	2.13417710757677	NA
ENSG00000123444	1.36769978498231	2.18127177155946	NA
ENSG00000165572	1.38391162578733	2.12057393120585	1.77071504217373
ENSG00000120696	0.986281550526315	2.11058971029925	1.34627150987703
ENSG00000176407	1.73154849480672	2.31597034545692	NA
ENSG00000055118	1.90615911641214	2.80057962156913	NA
ENSG00000187486	1.25710004217481	NA	1.93698639362066
ENSG00000121361	0.887435091476288	NA	NA
ENSG00000164626	1.06242197629747	2.12450422483428	1.85093012861045
ENSG00000156113	1.9651361456538	NA	NA
ENSG00000135643	2.0551031972953	2.35449260058944	NA
ENSG00000185760	1.64975728695698	NA	NA
ENSG00000134504	1.52288650956017	2.228400358703	NA
ENSG00000110906	1.87321817271796	2.32345836684947	NA
ENSG00000178695	1.91655586222685	NA	NA
ENSG00000174943	1.79537554741403	2.28735377271475	NA
ENSG00000153885	1.6614696044959	2.42160392686983	NA
ENSG00000100379	2.45374099932448	2.7976829349149	NA
ENSG00000180901	1.35349531954388	2.19312459835446	1.91154834873268
ENSG00000112078	2.00532072527219	2.43328968519503	NA
ENSG00000136636	2.12315655773876	2.59703666497765	NA
ENSG00000167977	1.58642267844379	2.39619934709574	2.19021371535639
ENSG00000168301	1.03409008730738	2.13987908640124	NA
ENSG00000243335	1.74662454002532	NA	2.02050521396299
ENSG00000104756	2.10982930287326	2.68877565527285	NA
ENSG00000134901	2.11358055014978	3.08457627793433	2.00623827206223
ENSG00000178202	2.10577717141901	2.79225157190326	NA
ENSG00000105438	2.19797306113067	3.15836249209525	2.31457183617508
ENSG00000079999	1.56171835388166	2.30835094858673	NA
ENSG00000131773	2.05917245950223	2.38021124171161	NA
ENSG00000138030	2.04780913782022	2.41763773965223	2.2252973024726
ENSG00000088247	2.1673495733976	2.83505610172012	NA
ENSG00000007202	2.50766555242029	3.00086772153123	NA
ENSG00000164961	2.26119618882792	2.88840416773705	NA
ENSG00000166398	1.79410322204386	2.2792105126014	NA
ENSG00000136813	2.44323876500244	NA	NA
ENSG00000047578	1.82099485057475	2.26670196688409	NA
ENSG00000100578	2.0918551644676	2.69143515214406	NA
ENSG00000198920	1.79362705552073	2.18127177155946	NA
ENSG00000136051	2.10021373499958	2.27369558793009	NA
ENSG00000138688	1.90734628617826	NA	NA
ENSG00000164976	1.65819920328415	2.53630587235103	1.92575731225357
ENSG00000122203	2.08908653144831	2.72115084374968	NA
ENSG00000109265	1.66986647095837	NA	NA
ENSG00000120549	2.01529734000483	2.70654710264036	NA
ENSG00000164944	1.93861706271404	2.49913699453738	NA
ENSG00000165757	1.48108343771032	NA	NA
ENSG00000134444	2.04401795647061	2.26670196688409	NA
ENSG00000163507	2.253790992695	2.38021124171161	NA
ENSG00000122778	1.93673832316196	NA	2.09654407331286
ENSG00000173214	1.61080036922507	2.30835094858673	1.82368686643601
ENSG00000165185	1.5266218504939	2.2464985807958	2.07386199933674
ENSG00000134313	2.36927426906446	2.84110908446815	NA
ENSG00000138160	1.99035111402868	2.43328968519503	1.88292747764334
ENSG00000137177	1.87859508602421	2.30059548388996	NA
ENSG00000197892	1.70491846058449	2.228400358703	NA
ENSG00000121621	1.67894035728103	2.17609125905568	NA
ENSG00000130294	2.41359357893331	NA	NA
ENSG00000129250	2.45201072150651	3.06145247908719	2.07154243166408
ENSG00000138182	2.13635437047129	2.23451728351269	NA
ENSG00000139116	2.05705222427669	2.31597034545692	NA
ENSG00000186638	1.67409829586805	2.28735377271475	1.85468484634599
ENSG00000162849	1.83365466359597	NA	NA
ENSG00000165115	1.58855280824072	NA	NA
ENSG00000068796	1.95524790005887	2.41463914673701	NA
ENSG00000101350	1.99617437696407	2.62879748556671	1.88686228510124
ENSG00000090889	2.15124377975927	2.82736927305383	2.00241058770714
ENSG00000155980	1.80611969924982	NA	NA
ENSG00000170759	2.03356256073082	2.68124123737559	2.0150783521795
ENSG00000166813	1.92594233741271	2.25959387888595	2.06551635126242
ENSG00000075945	2.28962854655325	2.79975396641189	1.98168082935726
ENSG00000140859	2.15230256931081	2.63184946215982	NA
ENSG00000151657	2.0777166774529	2.1981069988734	NA
ENSG00000157404	1.64794110142518	NA	NA
ENSG00000126214	2.41862895094199	2.53781909507327	NA
ENSG00000174996	2.07597938571728	2.58771096501891	NA
ENSG00000137171	2.30273453442377	2.69037330691606	NA
ENSG00000109787	1.46869956060013	2.13417710757677	NA
ENSG00000136826	0.885015005790299	2.16554107672237	NA
ENSG00000102554	1.1485085801295	2.14550717140966	NA
ENSG00000128607	2.05450247815462	2.46746010950726	NA
ENSG00000165516	1.98156291330316	2.79726754083072	NA
ENSG00000124702	2.21015126572616	2.99563519459755	2.17359296315914
ENSG00000178502	1.06017703412811	2.20466251174822	1.79626045948682
ENSG00000117153	1.94237783075015	2.41060854256837	1.93837243815288
ENSG00000003096	2.12198874573034	2.6144753660904	NA
ENSG00000197705	1.49181144611181	NA	NA
ENSG00000174010	1.28586568702261	2.12057393120585	1.7211600167404
ENSG00000099910	2.00420779096255	2.228400358703	NA
ENSG00000183655	1.38083475764252	2.16554107672237	NA
ENSG00000167487	0.919372804067423	2.13987908640124	1.80098311173028
ENSG00000122550	2.18899516635927	2.35449260058944	NA
ENSG00000145332	1.9733835631948	2.31597034545692	NA
ENSG00000198642	1.38097566450179	2.13033376849501	NA
ENSG00000184445	2.63457176008602	2.33081946649584	NA
ENSG00000182481	1.59680373935461	NA	2.03361668612778
ENSG00000102753	1.92355809161906	2.55630250076729	2.08291052855161
ENSG00000186432	1.86414478091776	2.74429298312268	NA
ENSG00000196911	1.6402995508113	2.18127177155946	NA
ENSG00000108424	2.21932832397064	2.81954393554187	NA
ENSG00000118162	2.59473214387467	2.81954393554187	NA
ENSG00000133703	1.99657291478256	2.35449260058944	1.97510318368168
ENSG00000133619	2.0420171438842	2.2405492482826	NA
ENSG00000183762	2.10101778965364	NA	NA
ENSG00000129347	1.84183900511483	NA	NA
ENSG00000001631	2.59438796364227	2.23451728351269	NA
ENSG00000111615	2.03450496992493	2.70139526901392	NA
ENSG00000186395	1.74750542602209	2.63548374681491	1.49334745232475
ENSG00000087299	2.07274314361691	2.71916549408921	NA
ENSG00000100395	2.03881406351059	NA	NA
ENSG00000198945	1.7170964877898	2.25382243870807	NA
ENSG00000135537	1.71336271017017	2.1981069988734	NA
ENSG00000103642	2.07315630754088	2.31597034545692	NA
ENSG00000147592	2.21424937445301	2.69249440750308	1.93114161010709
ENSG00000196976	2.07107750936145	3.15836249209525	1.88742827550258
ENSG00000101680	2.59590413988131	NA	NA
ENSG00000053747	2.21579992628804	2.17084820364331	NA
ENSG00000112769	1.95895986024734	NA	NA
ENSG00000130702	2.76383391737773	2.33081946649584	NA
ENSG00000091136	2.57171126477969	3.1044871113124	NA
ENSG00000185896	2.37736451098827	3.15836249209525	2.26415581583982
ENSG00000005893	2.45748113697369	3.15836249209525	2.14056011737918
ENSG00000132434	1.93630817256605	2.60227708430019	NA
ENSG00000002549	2.30962443821207	3.01870049866624	NA
ENSG00000133424	1.89342922418625	NA	NA
ENSG00000161813	2.09179104898157	2.35449260058944	NA
ENSG00000166173	1.9142567793685	2.34635297445064	NA
ENSG00000174720	2.2094396360292	2.30835094858673	NA
ENSG00000133706	2.58374660607299	3.04178731897175	NA
ENSG00000001497	2.65246254675732	2.94101424370557	2.22940888232795
ENSG00000002834	2.02611765647992	2.66576855071938	NA
ENSG00000131023	1.48223969522957	2.2405492482826	NA
ENSG00000213398	1.50628427208116	2.21590181320403	NA
ENSG00000205629	2.28065767911513	2.78204241662055	NA
ENSG00000168806	0.951531579064112	2.12450422483428	1.12488493502688
ENSG00000196233	1.69101228943743	2.2343127721371	NA
ENSG00000178177	1.85544335080566	2.18639121569549	NA
ENSG00000136167	2.34993955553482	NA	2.23662777171221
ENSG00000198728	1.75869133308401	2.29402509409532	2.02295627125466
ENSG00000111716	2.35969628529782	3.15836249209525	NA
ENSG00000130164	0.935816670264452	2.18127177155946	NA
ENSG00000179241	1.95820426909975	2.41962536088774	NA
ENSG00000138795	1.77856381058926	NA	NA
ENSG00000161904	1.74175320143517	2.38021124171161	NA
ENSG00000174106	1.6017506858612	2.14550717140966	NA
ENSG00000166477	1.91574629389728	2.31597034545692	1.70286952791401
ENSG00000168924	2.12867988451983	2.64914006414422	NA
ENSG00000050426	2.05618034523265	NA	NA
ENSG00000100097	2.37816861867416	3.15836249209525	2.03305324321415
ENSG00000131981	2.43110473482416	3.15836249209525	2.03172794343967
ENSG00000108679	2.19331361140763	3.15836249209525	NA
ENSG00000116977	1.9403008798149	2.22219604630172	NA
ENSG00000153012	2.05207875090763	NA	NA
ENSG00000100600	2.31522127776333	3.15836249209525	NA
ENSG00000205213	1.94387070802856	2.29402509409532	NA
ENSG00000139292	1.95622925130788	2.3392526340327	NA
ENSG00000183722	1.95394197290021	NA	NA
ENSG00000145685	1.22126925405656	2.18127177155946	NA
ENSG00000156959	2.04453695883596	NA	NA
ENSG00000107902	2.27608977478735	2.20466251174822	NA
ENSG00000105486	2.47225089660082	2.35449260058944	NA
ENSG00000005156	2.28633387624153	2.64502906472114	NA
ENSG00000174405	1.67274901532289	2.13987908640124	NA
ENSG00000050405	2.03560671838125	2.45939248775923	NA
ENSG00000064042	2.28268014308071	2.43424945239648	NA
ENSG00000136490	2.08254555604513	2.50487845941022	NA
ENSG00000203896	1.63198573088656	2.16554107672237	NA
ENSG00000106683	1.87418739838683	2.48058178682917	NA
ENSG00000182541	1.92411799374564	2.52865964523499	NA
ENSG00000169756	2.17844571115636	2.60227708430019	NA
ENSG00000187772	1.76570162428807	2.11461098423217	1.98416013552998
ENSG00000267796	1.70705607032692	2.228400358703	NA
ENSG00000205659	1.4532493363822	2.16016829295851	NA
ENSG00000189308	1.69029115318616	2.26670196688409	NA
ENSG00000111052	1.82416748002874	NA	NA
ENSG00000104863	1.51442196026156	2.16554107672237	NA
ENSG00000148943	1.88069464176998	2.52009032811284	2.06706426767417
ENSG00000169783	1.60985788413318	NA	NA
ENSG00000107798	2.33400956598225	3.15836249209525	NA
ENSG00000131899	2.51815775507718	2.88840416773705	2.10959777927152
ENSG00000073350	2.27141210056678	2.30835094858673	NA
ENSG00000139233	1.55209043839966	2.25382243870807	1.75504790820675
ENSG00000074695	2.40586347303265	3.15836249209525	NA
ENSG00000169223	2.3090667334997	3.15836249209525	2.21354889970132
ENSG00000105983	2.22375609698887	2.3392526340327	NA
ENSG00000168216	2.18490443425132	2.84781934729524	1.90409685601436
ENSG00000071282	1.56208667501288	2.2405492482826	NA
ENSG00000113368	2.17615752210396	2.58636222330787	1.99582551348736
ENSG00000176619	2.05541816769049	2.69827457667437	2.31404479866431
ENSG00000164715	1.52467938859272	2.31597034545692	1.94630593422071
ENSG00000072201	1.8362860962999	2.46209838113516	1.93873049023912
ENSG00000139517	1.58984026567582	2.12450422483428	1.85883085426121
ENSG00000196365	2.22246750582298	2.89342884177954	NA
ENSG00000102910	2.12436033716965	2.76849010517124	NA
ENSG00000113083	1.83859512910972	3.15836249209525	NA
ENSG00000129038	1.93177336856684	2.35449260058944	NA
ENSG00000134013	1.85473661974719	3.15836249209525	NA
ENSG00000198121	1.65640005968482	NA	NA
ENSG00000064547	1.39077017598926	2.30059548388996	NA
ENSG00000111684	2.20245237202729	2.89209460269048	NA
ENSG00000176454	2.21283385871277	2.38021124171161	NA
ENSG00000123684	2.17708842758263	2.93439744078099	NA
ENSG00000101577	1.58787623952588	2.25382243870807	NA
ENSG00000132793	2.02107353017586	NA	2.19278575696396
ENSG00000175445	1.83216681903705	2.76222828428647	NA
ENSG00000110031	1.75849194108585	NA	NA
ENSG00000136141	1.30144006542655	2.17609125905568	NA
ENSG00000130224	2.32512796955657	NA	NA
ENSG00000126243	1.33827325214339	2.54007908880417	NA
ENSG00000173621	1.48662029461445	2.36361197989214	2.08134138290711
ENSG00000198799	1.32269138002063	2.16016829295851	NA
ENSG00000139263	0.964988744950588	2.13417710757677	NA
ENSG00000197324	2.12183616944606	3.14195119586275	2.04312690077874
ENSG00000120256	2.28401652969675	3.03342375548695	2.153225955669
ENSG00000147650	1.35358411296397	2.23451728351269	NA
ENSG00000081479	1.96472715711154	NA	NA
ENSG00000134569	1.86511278344561	2.44746813094976	NA
ENSG00000162337	2.08176495414939	2.71416204609885	NA
ENSG00000163956	2.95371930929326	2.55630250076729	NA
ENSG00000138095	2.39686804191377	2.78760214618234	NA
ENSG00000137269	1.88011076412579	2.32345836684947	NA
ENSG00000160959	1.53942515453951	2.21590181320403	NA
ENSG00000079691	2.11065748843621	2.48911436937892	1.81374729380061
ENSG00000128606	1.77056966688624	NA	NA
ENSG00000172731	1.7245148112063	2.30059548388996	NA
ENSG00000168904	2.30550563603144	2.36361197989214	NA
ENSG00000160233	1.32426619336461	2.2792105126014	NA
ENSG00000185158	1.43995512495135	2.42942926438179	NA
ENSG00000066557	2.53148171788119	2.54007908880417	1.97839790634798
ENSG00000132128	2.10014665937901	2.54232738277397	NA
ENSG00000169683	2.14196468413031	2.2464985807958	NA
ENSG00000137821	2.04375800513589	2.30059548388996	NA
ENSG00000131409	1.5327348679306	NA	2.03317601040902
ENSG00000180979	1.80400281968896	2.39619934709574	1.87073558997801
ENSG00000163428	1.89603180326178	NA	1.9643858078509
ENSG00000108829	2.01540879189858	2.86876195821205	2.13253482379006
ENSG00000127399	1.60264724272171	2.38021124171161	NA
ENSG00000136802	1.43335501496961	2.43806745045349	1.98893635268829
ENSG00000197147	1.73618580946582	2.30835094858673	NA
ENSG00000171488	1.49738411923553	2.20466251174822	1.63424178767102
ENSG00000171492	1.63925417990153	2.228400358703	NA
ENSG00000171017	1.08271101195096	2.13987908640124	NA
ENSG00000133739	2.22574671092122	NA	NA
ENSG00000124831	2.30382899581773	2.38021124171161	NA
ENSG00000148356	2.13205167041894	2.28735377271475	NA
ENSG00000184154	1.93223254660323	2.76042248342321	NA
ENSG00000161036	2.19500925309166	2.61066016308988	2.1197717982715
ENSG00000041802	2.0598944648895	2.53096768157191	NA
ENSG00000175324	1.73587757787855	2.48315920971698	1.82174987991145
ENSG00000161654	1.8312071289674	2.52166101511207	NA
ENSG00000257103	2.25074639692289	2.54007908880417	NA
ENSG00000149657	1.96187840140648	2.30835094858673	1.83632261295953
ENSG00000170860	2.16734898368933	2.26670196688409	1.66364780363911
ENSG00000130520	2.33046103321227	3.029302593559	2.20143285708386
ENSG00000106355	2.40404284131135	2.38021124171161	NA
ENSG00000130332	2.02341940173375	3.06145247908719	1.96474954821054
ENSG00000105699	1.94447264226451	2.23451728351269	NA
ENSG00000160285	2.58911098836665	2.71264970162721	NA
ENSG00000111144	2.7060345811173	3.05369293878495	NA
ENSG00000168056	2.6218825806105	2.61762929775784	NA
ENSG00000090006	2.40393593249241	2.36361197989214	NA
ENSG00000135521	1.84809556666613	2.30059548388996	1.72505536739508
ENSG00000007392	2.06435850166542	2.21590181320403	NA
ENSG00000146963	2.03891241351762	2.28735377271475	NA
ENSG00000169641	1.29463640707813	2.16016829295851	NA
ENSG00000145220	1.94879631124919	2.32345836684947	1.71962314713788
ENSG00000254087	1.82749941836059	2.3392526340327	2.07606767895214
ENSG00000120992	2.42971163445016	2.95133751879592	NA
ENSG00000011009	1.90514841976011	2.72164576628975	NA
ENSG00000143353	2.39745331714551	2.16554107672237	NA
ENSG00000083099	1.68866640485847	2.41763773965223	NA
ENSG00000205707	2.05273879981321	2.19312459835446	NA
ENSG00000163155	1.50735055902564	2.15472820744016	1.76612392974215
ENSG00000140280	1.55316653317408	2.42455497660671	NA
ENSG00000176018	1.67794116891884	2.13033376849501	NA
ENSG00000143669	1.78039685579376	NA	NA
ENSG00000099949	2.32708233251887	NA	NA
ENSG00000107816	1.66241437207426	2.30059548388996	2.07063946499087
ENSG00000003056	2.03000727753693	2.72754125702856	NA
ENSG00000133315	2.47659354781334	2.20466251174822	NA
ENSG00000002822	1.89359854509208	2.20951501454263	NA
ENSG00000164109	1.95042518322601	2.61888448499545	2.03758356132015
ENSG00000124688	0.906356074634849	2.13033376849501	1.80523969451441
ENSG00000110514	2.02417788401541	2.30835094858673	NA
ENSG00000090316	1.95212491830977	2.46478751964594	NA
ENSG00000197063	1.36399285823465	2.15472820744016	2.08154258476927
ENSG00000179222	2.3292254638393	NA	NA
ENSG00000102316	2.37589565796601	3.15836249209525	NA
ENSG00000081026	1.76637014338662	2.23451728351269	NA
ENSG00000111196	2.59337228601961	3.05369293878495	NA
ENSG00000102158	2.50654126484492	3.15836249209525	NA
ENSG00000198042	1.74035040012576	2.3392526340327	NA
ENSG00000147676	2.14719821421215	NA	NA
ENSG00000172175	2.06050823122876	2.5856862784525	NA
ENSG00000111885	2.02369125349272	NA	1.90762128870308
ENSG00000177239	2.10582889092182	2.96510758584906	NA
ENSG00000112893	2.03119901661	2.28735377271475	NA
ENSG00000196547	2.13368096774218	2.30835094858673	NA
ENSG00000104774	2.69632629377236	3.15836249209525	NA
ENSG00000140400	2.38303524003284	2.25382243870807	NA
ENSG00000109323	1.86568843990413	2.30059548388996	NA
ENSG00000101363	1.86669059588242	2.66124460895933	2.06325468266501
ENSG00000172469	1.92063488353206	2.22219604630172	NA
ENSG00000189221	2.26781333058319	NA	NA
ENSG00000140941	2.04118844733079	2.86946641008087	2.03118278958176
ENSG00000130479	1.33695896577746	2.39410130204004	NA
ENSG00000169032	2.07022007250868	2.72411195396121	NA
ENSG00000126934	2.49997198658884	2.81954393554187	NA
ENSG00000034152	1.74016788447891	2.49164179347759	NA
ENSG00000065559	1.85714157072134	2.38021124171161	NA
ENSG00000137764	2.09260243770558	2.23451728351269	NA
ENSG00000108984	2.14074881071268	2.55630250076729	NA
ENSG00000076984	1.80363275926147	2.31597034545692	NA
ENSG00000130758	2.39953671738196	2.51851393987789	NA
ENSG00000173327	1.73861734631213	2.579554960401	NA
ENSG00000198909	1.84945525597754	2.34635297445064	NA
ENSG00000085511	1.93761001908415	2.2405492482826	NA
ENSG00000197442	1.71781748760432	2.2792105126014	NA
ENSG00000135341	2.06680283244423	2.49164179347759	2.00585966136917
ENSG00000107968	1.28284227566883	2.13417710757677	NA
ENSG00000168067	2.32073193349048	2.9501700598082	NA
ENSG00000011566	2.00772409186651	2.18639121569549	NA
ENSG00000071054	2.27486241444824	NA	NA
ENSG00000012983	2.20881867893106	2.25959387888595	NA
ENSG00000180834	1.65541254938142	2.27369558793009	NA
ENSG00000135525	2.24315464794918	2.34635297445064	NA
ENSG00000184368	2.48848100334105	NA	NA
ENSG00000129680	2.28666822883652	NA	NA
ENSG00000100030	2.16554068215784	2.75951675946219	NA
ENSG00000188130	2.07925809610702	2.28735377271475	NA
ENSG00000156711	1.87685597123216	NA	1.97711661400062
ENSG00000112062	1.89868525166236	2.30059548388996	NA
ENSG00000168175	1.86379679657324	2.4399639359209	NA
ENSG00000102882	2.30382538502045	3.10037054511756	NA
ENSG00000141639	1.63146960170236	NA	NA
ENSG00000069956	1.85110774752529	2.30059548388996	NA
ENSG00000166484	1.34610309025611	2.23451728351269	NA
ENSG00000107643	1.99445165398276	NA	NA
ENSG00000121653	1.87003389358332	2.73814608871206	NA
ENSG00000138834	2.082398480623	2.31597034545692	NA
ENSG00000050748	2.52139359418409	2.79934054945358	NA
ENSG00000119487	2.08781416031621	2.70910028155117	NA
ENSG00000089022	1.94673611778934	2.3392526340327	NA
ENSG00000137802	2.13984846716817	2.27369558793009	NA
ENSG00000101367	2.17542861355507	2.72015930340596	2.20505556317598
ENSG00000166974	2.10320948260456	2.68124123737559	NA
ENSG00000084764	2.00305040578142	2.21590181320403	2.10476818849172
ENSG00000198060	1.97022394441073	2.53857373380686	NA
ENSG00000145495	2.10567056681529	2.54007908880417	NA
ENSG00000072518	1.75268582174802	NA	NA
ENSG00000075413	2.33623490236726	2.41763773965223	NA
ENSG00000007047	2.03694277223531	2.45939248775923	NA
ENSG00000166986	2.33537750044452	2.97043986295176	NA
ENSG00000140832	1.50713108695399	NA	NA
ENSG00000105613	1.93026127262879	NA	NA
ENSG00000086015	2.01051742079125	2.42553422049826	NA
ENSG00000069020	1.37249825450318	3.01418439750128	NA
ENSG00000120539	1.64763842257485	2.22219604630172	1.85357922086887
ENSG00000168906	1.40222658771842	2.14550717140966	NA
ENSG00000007264	2.27124702046161	2.74803289413014	NA
ENSG00000125952	2.01513674115741	2.39410130204004	NA
ENSG00000103495	1.6965369241967	2.77815125038364	NA
ENSG00000141644	1.86286963956669	2.4437322414016	NA
ENSG00000134046	2.07903004269165	2.50487845941022	NA
ENSG00000071655	1.91205771296968	NA	NA
ENSG00000129071	1.59047726105457	2.17084820364331	NA
ENSG00000166987	1.97937145922899	2.63427569462594	NA
ENSG00000151332	1.4128094809739	2.1981069988734	NA
ENSG00000152601	2.09976021883995	2.65667304588485	NA
ENSG00000076770	2.50914720859513	2.80181516858144	NA
ENSG00000172197	1.66507337037913	NA	2.01708151021183
ENSG00000143797	2.35675863017858	2.76537048029165	NA
ENSG00000011258	2.0396206060011	2.26670196688409	NA
ENSG00000140943	2.28732573466984	NA	NA
ENSG00000076706	2.09774551320195	2.74616696437729	NA
ENSG00000100294	1.70109429422649	2.43806745045349	NA
ENSG00000143384	1.27277407464535	2.15472820744016	1.89316174111229
ENSG00000112118	2.16237196322624	2.70859084515034	NA
ENSG00000160294	2.3689916281385	2.61762929775784	NA
ENSG00000104738	2.30184343642842	2.79851253303135	NA
ENSG00000100297	2.0629968548846	2.65494622658434	NA
ENSG00000166508	2.04282118621849	2.94811942438054	NA
ENSG00000125885	2.33681813802501	2.72263392253381	NA
ENSG00000111877	1.26226414190686	2.23451728351269	NA
ENSG00000090674	1.93884410400904	2.8940944273227	NA
ENSG00000055732	2.34420129666806	NA	NA
ENSG00000187778	1.93935333753425	2.82386530932451	NA
ENSG00000232119	2.65160365095364	3.15836249209525	2.07932748670627
ENSG00000135272	2.04250991187788	2.33081946649584	NA
ENSG00000112139	2.24167747377964	NA	NA
ENSG00000146701	2.35155203853273	3.15836249209525	NA
ENSG00000111554	2.0893428484059	2.18639121569549	NA
ENSG00000112159	2.20051488584181	2.27369558793009	NA
ENSG00000065833	2.30948056515124	2.74335295140956	2.01814560158256
ENSG00000082212	2.52128396257906	2.95942302194311	NA
ENSG00000124733	2.14971695817996	3.00629485798139	1.99065802736317
ENSG00000169057	1.85482296112508	2.30835094858673	NA
ENSG00000161920	1.64100310722233	2.44746813094976	NA
ENSG00000184634	2.53343036719864	2.78929861115944	NA
ENSG00000108510	1.65046164085146	2.3392526340327	NA
ENSG00000123066	1.73134557459978	2.35449260058944	NA
ENSG00000180182	2.52974634422827	2.79434860389608	NA
ENSG00000099917	1.96955713626224	2.29402509409532	NA
ENSG00000175221	2.38462522427553	2.6898414091375	NA
ENSG00000042429	1.35013836977455	2.13987908640124	NA
ENSG00000156603	1.43450816227091	2.44932409309873	1.68113382690356
ENSG00000152944	1.76578829352426	2.62138402848165	NA
ENSG00000104973	2.18630641091534	2.73239375982297	NA
ENSG00000160563	1.97214830682133	2.31597034545692	1.97975754500814
ENSG00000118579	1.88558940419767	2.44746813094976	2.03163835278503
ENSG00000063322	1.85823157823864	2.60745502321467	1.95907856291012
